m0	335432.571496959
m1	23111.7052478642
m2	11344.3691035138
m3	0
m4	0
m5	796956.19767429
m6	1000057.3653891
m7	228391.860352461
m8	523881.058659392
m9	77186.3911293262
m10	137980.754830587
m11	1750986.12418875
m12	325232.343909815
m13	1235903.21299043
m14	63220.6630461463
m15	34112.5818008594
m16	4829.0916905141
m17	0
